 Sr.No , Type , Speciality , SKU Code , Short Specification , Detailed Specification , Unit Of Manufracturng , Units , Portfolio , Brand , Sub Brand , Section 
99, Suture ,NCV,APGN20 2345,GT-Polyglactin 910  Violet 2-0 X 90-40MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  2-0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
100, Suture ,NCV,APGN20 2345XL,GT-Polyglactin 910  Violet 2-0 X 120-40MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  2-0 X 120-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
101, Suture ,NCV,APGN20 2382,GT-Polyglactin 910  Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting,POLYGLACTIN 910 VIOLET  2-0 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
102, Suture ,NCV,APGN202317NE,ANE-Polyglactin 910  Violet 2-0 X 90-30MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
103, Suture ,NCV,APGN202317Q1,SP-Polyglactin 910  Violet 2-0 X 90-30MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
104, Suture ,NCV,APGN202345NE,ANE-Polyglactin 910  Violet 2-0 X 90-40MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  2-0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
105, Suture ,NCV,APGN202345Q1,SP-Polyglactin 910  Violet 2-0 X 90-40MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  2-0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
106, Suture ,NCV,APGN202382NE,ANE-Polyglactin 910  Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting,POLYGLACTIN 910 VIOLET  2-0 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
107, Suture ,NCV,APGN202382Q1,SP-Polyglactin 910  Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting,POLYGLACTIN 910 VIOLET  2-0 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
108, Suture ,NCV,APGN30 2328U,GT-Polyglactin 910  Undyed 3-0 X 90-25MM 3/8 Circle Cutting,POLYGLACTIN 910 UNDYED 3-0 X 90-25MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
109, Suture ,NCV,APGN30 2437,GT-Polyglactin 910  Violet 3-0 X 70-20MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  3-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
110, Suture ,NCV,APGN302328UNE,ANE-Polyglactin 910  Undyed 3-0 X 90-25MM 3/8 Circle Cutting,POLYGLACTIN 910 UNDYED 3-0 X 90-25MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
111, Suture ,NCV,APGN302328UQ1,SP-Polyglactin 910  Undyed 3-0 X 90-25MM 3/8 Circle Cutting,POLYGLACTIN 910 UNDYED 3-0 X 90-25MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
112, Suture ,NCV,APGN302437NE,ANE-Polyglactin 910  Violet 3-0 X 70-20MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  3-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
113, Suture ,NCV,APGN302437Q1,SP-Polyglactin 910  Violet 3-0 X 70-20MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  3-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
114, Suture ,NCV,APGN40 2304,GT-Polyglactin 910  Violet 4-0 X 70-20MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  4-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
115, Suture ,NCV,APGN402304NE,ANE-Polyglactin 910  Violet 4-0 X 70-20MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  4-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
116, Suture ,NCV,APGN402304Q1,SP-Polyglactin 910  Violet 4-0 X 70-20MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  4-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
117, Suture ,NCV,APGN50 2403,GT-Polyglactin 910  Violet 5-0 X 45-16MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  5-0 X 45-16MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
118, Suture ,NCV,APGN502403Q1,SP-Polyglactin 910  Violet 5-0 X 45-16MM 1/2 Circle Round Body,POLYGLACTIN 910 VIOLET  5-0 X 45-16MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
119, Suture ,NCV,APGT01 2347DNL,GT-Polyglactin 910  With triclosan Violet 1X180-40MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  1X180-40MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
120, Suture ,NCV,APGT01 2347DNLZ,GT-Polyglactin 910  T PLUS VIOLET 1X180-40MM 1/2 Circle Round Body Taper Cut Double Needle,POLYGLACTIN 910 T PLUSVIO 1X180-40MM HALF CIRCLR ROUND BODY TAPERCUT DOUBLE NEEDLE-3D,BOX, 36 , P-1 ,Aspiron,Aspiron,Section M
121, Suture ,NCV,APGT012347NE,ANE-Polyglactin 910  With triclosan Violet 1 X 90-40MM 1/2 Circle Round Body,POLYGLACTIN  910 WITH TRICLOSAN VIOLET  1 X 90-40MM 1/2 CIRCLE ROUND BODY  H,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
122, Suture ,NCV,APGT012359NE,ANE-Polyglactin 910  With triclosan Violet 1 X 70-40MM 1/2 Circle Round Body ,POLYGLACTIN   910 WITH TRICLOSAN VIOLET  1 X 70-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
123, Suture ,NCV,APGT012360NE,ANE-Polyglactin 910  With triclosan Violet 1 X 90-40MM 1/2 Circle Round Body ,POLYGLACTIN   910 WITH TRICLOSAN VIOLET  1 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
124, Suture ,NCV,APGT012421NE,ANE-Polyglactin 910  With triclosan Violet 1 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN   910 WITH TRICLOSAN VIOLET  1 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
125, Suture ,NCV,APGT012826NE,ANE-Polyglactin 910  With triclosan Violet 1 X 35-23MM 1/2 Circle Reverse Cutting ,POLYGLACTIN   910 WITH TRICLOSAN VIOLET  1 X 35-23MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
126, Suture ,NCV,APGT012826XLNE,ANE-Polyglactin 910  With triclosan Violet 1 X 70-23MM 1/2 Circle Reverse Cutting ,POLYGLACTIN   910 WITH TRICLOSAN VIOLET  1 X 70-23MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
127, Suture ,NCV,APGT022478NE,ANE-Polyglactin 910  With triclosan Violet 2 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN   910 WITH TRICLOSAN VIOLET  2 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
128, Suture ,NCV,APGT102346NE,ANE-Polyglactin 910  With triclosan Violet 0 X 90-40MM 1/2 Circle Round Body ,POLYGLACTIN   910 WITH TRICLOSAN VIOLET  0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
129, Suture ,NCV,APGT102534NE,ANE-Polyglactin 910  With triclosan Violet 0 X 90-36MM 1/2 Circle Reverse Cutting ,POLYGLACTIN   910 WITH TRICLOSAN VIOLET  0 X 90-36MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
130, Suture ,NCV,APGT202317NE,ANE-Polyglactin 910  With triclosan Violet 2-0 X 90-30MM 1/2 Circle Round Body ,POLYGLACTIN   910 WITH TRICLOSAN VIOLET  2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
131, Suture ,NCV,APGT202382NE,ANE-Polyglactin 910  With triclosan Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN   910 WITH TRICLOSAN VIOLET  2-0 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
132, Suture ,NCV,APGT202404UNE,ANE-Polyglactin 910  With triclosan Undyed  2-0 X 90-26MM 3/8 Circle Cutting ,POLYGLACTIN   910 WITH TRICLOSAN UNDYED  2-0 X 90-26MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
133, Suture ,NCV,APGT302437NE,ANE-Polyglactin 910  With triclosan Violet 3-0 X 90-20MM 1/2 Circle Round Body ,POLYGLACTIN   910 WITH TRICLOSAN VIOLET  3-0 X 90-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
134, Suture ,NCV,APGT302472NE,ANE-Polyglactin 910  With triclosan Violet 3-0 X 90-22MM 1/2 Circle Cutting ,POLYGLACTIN   910 WITH TRICLOSAN VIOLET  3-0 X 90-22MM 1/2 CIRCLE CUTTING ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
135, Suture ,NCV,APGT402304NE,ANE-Polyglactin 910  With triclosan Violet 4-0 X 70-20MM 1/2 Circle Round Body ,POLYGLACTIN   910 WITH TRICLOSAN VIOLET  4-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
136, Suture ,NCV,APPL01 834,GT-POLYPROPYLENE Blue 1 X 150-48MM 1/2 Circle Round Body Loop code,POLYPROPYLENE BLUE 1 X 150-48MM 1/2 CIRCLE ROUND BODY  L,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
137, Suture ,NCV,APPL01 840,GT-POLYPROPYLENE Blue 1 X 70-30MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 1 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
138, Suture ,NCV,APPL01 843,GT-POLYPROPYLENE Blue 1 X 70-40MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 1 X 70-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
139, Suture ,NCV,APPL01 883,GT-POLYPROPYLENE Blue 1 X 100-45MM 1/2 Circle Reverse Cutting,POLYPROPYLENE BLUE 1 X 100-45MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
140, Suture ,NCV,APPL01840NE,ANE-POLYPROPYLENE Blue 1 X 70-30MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 1 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
141, Suture ,NCV,APPL01840Q1,SP-POLYPROPYLENE Blue 1 X 70-30MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 1 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
142, Suture ,NCV,APPL01843NE,ANE-POLYPROPYLENE Blue 1 X 70-40MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 1 X 70-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
143, Suture ,NCV,APPL01843Q1,SP-POLYPROPYLENE Blue 1 X 70-40MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 1 X 70-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
144, Suture ,NCV,APPL01883NE,ANE-POLYPROPYLENE Blue 1 X 100-45MM 1/2 Circle Reverse Cutting,POLYPROPYLENE BLUE 1 X 100-45MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
145, Suture ,NCV,APPL10 830,GT-POLYPROPYLENE Blue 0 X 70-30MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
146, Suture ,NCV,APPL10 846,GT-POLYPROPYLENE Blue 0 X 90-30MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
147, Suture ,NCV,APPL10830NE,ANE-POLYPROPYLENE Blue 0 X 70-30MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
148, Suture ,NCV,APPL10830Q1,SP-POLYPROPYLENE Blue 0 X 70-30MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
149, Suture ,NCV,APPL10846NE,ANE-POLYPROPYLENE Blue 0 X 90-30MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
150, Suture ,NCV,APPL10846Q1,SP-POLYPROPYLENE Blue 0 X 90-30MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
151, Suture ,NCV,APPL20 844,GT-POLYPROPYLENE Blue 2-0 X 90-30MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
152, Suture ,NCV,APPL20844NE,ANE-POLYPROPYLENE Blue 2-0 X 90-30MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
153, Suture ,NCV,APPL20844Q1,SP-POLYPROPYLENE Blue 2-0 X 90-30MM 1/2 Circle Round Body,POLYPROPYLENE BLUE 2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
154, Suture ,NCV,APPL30 018,GT-POLYPROPYLENE Blue 3-0 X 70-22MM 3/8 Circle Cutting,POLYPROPYLENE BLUE 3-0 X 70-22MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
155, Suture ,NCV,APPL30018NE,ANE-POLYPROPYLENE Blue 3-0 X 70-22MM 3/8 Circle Cutting,POLYPROPYLENE BLUE 3-0 X 70-22MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
156, Suture ,NCV,APPL30018Q1,SP-POLYPROPYLENE Blue 3-0 X 70-22MM 3/8 Circle Cutting,POLYPROPYLENE BLUE 3-0 X 70-22MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
157, Suture ,NCV,APPL60 8307BLG,GT-POLYPROPYLENE Blue 6-0X90-13MM 3/8 Circle Round Body Double Needle V-Black Needle  ,POLYPROPYLENE BLUE 6-0X90-13MM CURBDNVB,DZ, 12 , P-1 ,Aspiron,Aspiron,Section A
158, Mesh ,Mesh,APPM1515,GT-POLYPROPYLENE MESH (15CM X 15CM),"Polypropylene Mesh is well knitted polypropylene material with standard heavy weight offers maximum tissue support and flexible scar for superior patient comfort. Strong and durable polypropylene material maintains consistent strength. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene mesh has a pore size of 1.0 mm x 1.2 mm, a weight of 100 gsm, and a thickness of 0.48 mm. It has a burst strength of 106.3 N/cm².",BOX, 1 , P-1 ,Aspiron,Aspiron Mesh,Section M
159, Mesh ,Mesh,APPM611,GT-POLYPROPYLENE MESH (06CM X 11CM),"Polypropylene Mesh is well knitted polypropylene material with standard heavy weight offers maximum tissue support and flexible scar for superior patient comfort. Strong and durable polypropylene material maintains consistent strength. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene mesh has a pore size of 1.0 mm x 1.2 mm, a weight of 100 gsm, and a thickness of 0.48 mm. It has a burst strength of 106.3 N/cm².",BOX, 6 , P-1 ,Aspiron,Aspiron Mesh,Section M
160, Mesh ,Mesh,APPM715,GT-POLYPROPYLENE MESH (7.6CM X 15CM),"Polypropylene Mesh is well knitted polypropylene material with standard heavy weight offers maximum tissue support and flexible scar for superior patient comfort. Strong and durable polypropylene material maintains consistent strength. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene mesh has a pore size of 1.0 mm x 1.2 mm, a weight of 100 gsm, and a thickness of 0.48 mm. It has a burst strength of 106.3 N/cm².",BOX, 6 , P-1 ,Aspiron,Aspiron Mesh,Section M
161, Suture ,CV,APXL05 646,GT-POLYESTER Green 5 X 75-55MM 1/2 Circle Taper Cut ,GT-POLYESTER GR 5 X 75-55MM 1/2 CIRCLE TAPERCUT ,DZ, 12 , P-1 ,Aspiron,Mericron Xl,Section C
162, Suture ,NCV,ASLK01 5062,GT-SILK Black 1 X 76-60MM 3/8 Circle Cutting,SILK BLACK  1 X 76-60MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
163, Suture ,NCV,ASLK015062NE,ANE-SILK Black 1 X 76-60MM 3/8 Circle Cutting,SILK BLACK  1 X 76-60MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
164, Suture ,NCV,ASLK10 5037,GT-SILK Black 0 X 76-45MM 3/8 Circle Reverse Cutting,SILK BLACK  0 X 76-45MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
165, Suture ,NCV,ASLK10 5332,GT-SILK Black 0 X 90-30MM 1/2 Circle Round Body,SILK BLACK  0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
166, Suture ,NCV,ASLK105037NE,ANE-SILK Black 0 X 76-45MM 3/8 Circle Reverse Cutting,SILK BLACK  0 X 76-45MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
167, Suture ,NCV,ASLK105037Q1,SP-SILK Black 0 X 76-45MM 3/8 Circle Reverse Cutting,SILK BLACK  0 X 76-45MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
168, Suture ,NCV,ASLK105332NE,ANE-SILK Black 0 X 90-30MM 1/2 Circle Round Body,SILK BLACK  0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
169, Suture ,NCV,ASLK105332Q1,SP-SILK Black 0 X 90-30MM 1/2 Circle Round Body,SILK BLACK  0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
170, Suture ,NCV,ASLK20 5036,GT-SILK Black 2-0 X 76-45MM 3/8 Circle Reverse Cutting,SILK BLACK  2-0 X 76-45MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
171, Suture ,NCV,ASLK20 5331,GT-SILK Black 2-0 X 90-30MM 1/2 Circle Round Body,SILK BLACK  2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
172, Suture ,NCV,ASLK205036NE,ANE-SILK Black 2-0 X 76-45MM 3/8 Circle Reverse Cutting,SILK BLACK  2-0 X 76-45MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
173, Suture ,NCV,ASLK205036Q1,SP-SILK Black 2-0 X 76-45MM 3/8 Circle Reverse Cutting,SILK BLACK  2-0 X 76-45MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
174, Suture ,NCV,ASLK205331NE,ANE-SILK Black 2-0 X 90-30MM 1/2 Circle Round Body,SILK BLACK  2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
175, Suture ,NCV,ASLK205331Q1,SP-SILK Black 2-0 X 90-30MM 1/2 Circle Round Body,SILK BLACK  2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
176, Suture ,NCV,ASLK30 5003,GT-SILK Black 3-0 X 90-16MM 3/8 Circle Cutting,SILK BLACK  3-0 X 90-16MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
177, Suture ,NCV,ASLK30 5028,GT-SILK Black 3-0 X 76-26MM 3/8 Circle Reverse Cutting,SILK BLACK  3-0 X 76-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
178, Suture ,NCV,ASLK30 5085,GT-SILK Black 3-0 X 90-25MM 1/2 Circle Round Body,SILK BLACK  3-0 X 90-25MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
179, Suture ,NCV,ASLK30 5087,GT-SILK Black 3-0 X 76-20MM 1/2 Circle Round Body,SILK BLACK  3-0 X 76-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
180, Suture ,NCV,ASLK305003Q1,SP-SILK Black 3-0 X 90-16MM 3/8 Circle Cutting,SILK BLACK  3-0 X 90-16MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
181, Suture ,NCV,ASLK305028NE,ANE-SILK Black 3-0 X 76-26MM 3/8 Circle Reverse Cutting,SILK BLACK  3-0 X 76-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
182, Suture ,NCV,ASLK305028Q1,SP-SILK Black 3-0 X 76-26MM 3/8 Circle Reverse Cutting,SILK BLACK  3-0 X 76-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
183, Suture ,NCV,ASLK305085NE,ANE-SILK Black 3-0 X 90-25MM 1/2 Circle Round Body,SILK BLACK  3-0 X 90-25MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
184, Suture ,NCV,ASLK305085Q1,SP-SILK Black 3-0 X 90-25MM 1/2 Circle Round Body,SILK BLACK  3-0 X 90-25MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
185, Suture ,NCV,ASLK305087NE,ANE-SILK Black 3-0 X 76-20MM 1/2 Circle Round Body,SILK BLACK  3-0 X 76-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section N
186, Suture ,NCV,ASLK305087Q1,SP-SILK Black 3-0 X 76-20MM 1/2 Circle Round Body,SILK BLACK  3-0 X 76-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
187, Suture ,NCV,ASLK40 5000,GT-SILK Black 4-0 X 90-16MM 3/8 Circle Cutting,SILK BLACK  4-0 X 90-16MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
188, Suture ,NCV,ASLK405000Q1,SP-SILK Black 4-0 X 90-16MM 3/8 Circle Cutting,SILK BLACK  4-0 X 90-16MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
189, Suture ,NCV,ASLS10 214,GT-SILK Black 0 X 76 (76X2),SILK BLACK  0 X 76 (76X2),DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
190, Suture ,NCV,ASLS10214Q1,SP-SILK Black 0 X 75 (75X2),SILK BLACK  0 X 75 (75X2),DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
191, Suture ,NCV,ASLS20 213,GT-SILK Black 2-0 X 76 (76X2),SILK BLACK  2-0 X 76 (76X2),DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
192, Suture ,NCV,ASLS20213Q1,SP-SILK Black 2-0 X 75 (75X2),SILK BLACK  2-0 X 75 (75X2),DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
193, Suture ,NCV,ASLS30 212,GT-SILK Black 3-0 X 76 (76X2),SILK BLACK  3-0 X 76 (76X2),DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
194, Suture ,NCV,ASLS30212Q1,SP-SILK Black 3-0 X 75 (75X2),SILK BLACK  3-0 X 75 (75X2),DZ, 12 , P-1 ,Aspiron,Aspiron,Section M
195, Kit ,CV,AVR KIT - I,AVR KIT FOR DR. MAHESH KEDAR,AVR KIT FOR DR. MAHESH KEDAR,BOX, 1 , P-1 ,Meri - Kit,Avr Kit,Section C
196, Kit ,CV,AVR KIT - II,AVR KIT-DR.VINAYAK KARMARKAR,AVR KIT-DR.VINAYAK KARMARKAR,BOX, 1 , P-1 ,Meri - Kit,Avr Kit,Section C
197, Glue ,Surgical Glue,BCA-0.5,TOPICAL SKIN Adhesive Glue (TUBE 0.5ML X 6),TOPICAL SKIN ADH TUBE 0.5ML X 6,BOX, 6 , P-1 ,Self Adhesive Glue,Meriglu,Section G
198, Glue ,Surgical Glue,BCA-01,TOPICAL SKIN Adhesive Glue (TUBE 1ML X 6),TOPICAL SKIN ADH TUBE 1ML X 6,BOX, 6 , P-1 ,Self Adhesive Glue,Meriglu,Section G
199, Suture ,NCV,BS6,"BOWEL STRUCTURES- 6""","BOWEL STRUCTURES- 6""",BOX, 1 , P-1 ,Others,Others,Section J
